initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1,norm_branch2,norm_branch3,norm_branch4,std_norm_branch1,std_norm_branch2,std_norm_branch3,std_norm_branch4,avg_std,train accuracy epoch0,test accuracy epoch0,branch1,branch2,branch3,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,8,0.07106993833467966,0.22002958363566713,0.5618343926943198,0.14706608533533336,0.08018696975217511,0.08382348870544258,0.08647821481015315,0.04446162632125435,0.0737375748972563,76.70195195195195,75.95935603061494,24.576,221,614,2049
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.07220427230578182,0.22511693413673922,0.5985677387119446,0.10411105484553443,0.06193215420972775,0.06899220145825415,0.06920193122185131,0.02676986593137976,0.05672403820530324,75.36986986986987,76.05911850092372,24.576,221,614,2049
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.07900219539993104,0.21594629131145304,0.6057868700534702,0.09926464323514571,0.06144831911203706,0.05831539723425682,0.05519479243241339,0.019270284063826925,0.04855719821063355,72.41216216216216,74.52256532066508,24.576,221,614,2049
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.09701726747289326,0.20853803914944605,0.5874002831083025,0.10704441026935815,0.056339476532100224,0.05167110601632544,0.05465021179078007,0.01869120291960336,0.04533799931470227,67.6544044044044,70.38638163103721,24.576,221,614,2049
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,8,0.0366767539598403,0.3109825332758354,0.4739012693639065,0.1784394434004179,0.05213556284931374,0.0942392011532715,0.09017149245943976,0.034918227617826265,0.06786612101996282,74.58458458458458,73.41989970968594,24.576,221,614,2049
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.046707950117457334,0.26839366091984906,0.5294037013772857,0.155494687585408,0.04725512328129712,0.05692670899287886,0.07136576012272904,0.031663486447150106,0.05180276971101379,75.41141141141141,75.30535761414622,24.576,221,614,2049
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.05007790665201079,0.2437784356049579,0.5706878743134816,0.13545578342954967,0.04807144189132154,0.05159132222798812,0.05042420196131457,0.021245693287244304,0.04283316484196713,74.73123123123123,75.57244655581947,24.576,221,614,2049
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.0660349922023003,0.2248502919204687,0.5887395058395833,0.12037521003764767,0.04542468069972153,0.05336904493317727,0.047391712447196054,0.020150942308647394,0.04158409509718556,72.40815815815816,75.00923726576933,24.576,221,614,2049
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,8,0.04640038267892159,0.4291944341706297,0.32304614533832166,0.20135903781212708,0.035713232694296326,0.11973747048676432,0.11181374505057674,0.03964183283021063,0.076726570265462,72.33083083083083,72.24228028503562,24.576,221,614,2049
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.04640360064332528,0.341113554237333,0.443738099130932,0.16874474598840966,0.044930658145557266,0.07211281610740962,0.07801946497689116,0.02657329551623413,0.055409058686523044,73.8546046046046,74.06017418844021,24.576,221,614,2049
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.04417362461326808,0.29487289070507156,0.4979530261822572,0.1630004584994032,0.0510322460840546,0.0606840280135667,0.07255373376980083,0.023972765685943476,0.052060693388341406,73.98148148148148,74.65980469780945,24.576,221,614,2049
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.05121639088016687,0.24579826928583257,0.5612197048520801,0.1417656349819205,0.053836821585120424,0.049655123650678576,0.0590052625816819,0.02375304189807661,0.04656256242888938,72.55355355355354,74.63341250989707,24.576,221,614,2049
