initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_conv1x1,norm_conv1x1_3x3,norm_conv1x1_5x5,norm_var_norm_conv1x1,norm_var_norm_conv1x1_3x3,norm_var_norm_conv1x1_5x5,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,conv1x1FLOPS,conv1x1_3x3FLOPS,conv1x1_5x5FLOPS,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.40843215784111125,0.17429761402823088,0.41727022813065784,0.18304265854128415,0.4913619828985911,0.2729245924566117,0.315776411298829,83.22277777777778,85.48266666666667,0.012544,0.909,2.515,13.274
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.41071703318584946,0.21254676132221428,0.37673620549193626,0.18551977680051818,0.4172978250028246,0.29347012654481863,0.2987625761160538,82.95977777777779,84.96066666666667,0.012544,0.909,2.515,13.274
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.4194394541694034,0.23562538325136015,0.3449351625792364,0.16246083351647558,0.33067348102653854,0.26142213014822274,0.251518814897079,82.26544444444444,84.16866666666667,0.012544,0.909,2.515,13.274
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.39471928271346796,0.1785663690783795,0.42671434820815257,0.18974317501369542,0.5671865349338964,0.2797784780948221,0.34556939601413794,83.25944444444444,85.304,0.012544,0.909,2.515,13.274
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3957072688015884,0.20489990208696943,0.3993928291114422,0.17384551284268632,0.4675430315942985,0.27137562255332154,0.30425472233010215,82.94966666666666,85.29933333333334,0.012544,0.909,2.515,13.274
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.4114846961606651,0.23338311317611268,0.3551321906632222,0.13870067170443592,0.3515471865900071,0.2518057953997375,0.24735121789806022,82.40933333333334,84.62133333333333,0.012544,0.909,2.515,13.274
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.42928495999121546,0.20840776869473282,0.3623072713140517,0.1947563637450184,0.6098373911773707,0.3982206762303977,0.4009381437175956,82.66266666666667,85.04133333333333,0.012544,0.909,2.515,13.274
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.45570874221936447,0.22124805727240018,0.3230432005082354,0.1889755309733691,0.5031284149410368,0.3846386914593225,0.35891421245790944,82.67244444444444,84.85799999999999,0.012544,0.909,2.515,13.274
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.48626138217958664,0.218135141242918,0.29560347657749536,0.15200532479659773,0.3497508708767803,0.3343714555075288,0.2787092170603023,82.03044444444444,84.30199999999999,0.012544,0.909,2.515,13.274
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.42928274690838647,0.20221105757363625,0.36850619551797725,0.1814305980200164,0.6219914270443787,0.3894921125579647,0.39763804587411994,82.762,84.73,0.012544,0.909,2.515,13.274
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.44287892128096235,0.2021573436509661,0.35496373506807155,0.18303571921430828,0.5300400803800086,0.377017851590035,0.36336455039478394,82.68222222222222,84.93333333333334,0.012544,0.909,2.515,13.274
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.4690792069220893,0.225159843347892,0.30576094973001866,0.15855022137529498,0.40045619312024694,0.331044050342102,0.29668348827921465,82.20477777777778,84.66000000000001,0.012544,0.909,2.515,13.274
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.4763652999333439,0.214006522271387,0.30962817779526913,0.1931546861609862,0.5832254242494295,0.4533460580304118,0.4099087228136091,82.18411111111112,84.444,0.012544,0.909,2.515,13.274
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.4887475127173378,0.2217521779528631,0.28950030932979914,0.15624928487205034,0.5097407235642518,0.4390462757145162,0.36834542805027276,82.31266666666667,84.59333333333333,0.012544,0.909,2.515,13.274
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.5155784968053857,0.22363160175260538,0.26078990144200886,0.16452728099979258,0.390775962482861,0.3828514626520014,0.3127182353782183,81.84666666666666,84.28466666666667,0.012544,0.909,2.515,13.274
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.46870951006380607,0.23291787243583023,0.29837261750036365,0.16946791933325317,0.5677557919983724,0.4681815450459926,0.4018017521258727,82.248,84.19933333333333,0.012544,0.909,2.515,13.274
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.4572279690282557,0.21451798144113876,0.3282540495306055,0.18605920658047884,0.5345018477640155,0.41409209439836436,0.3782177162476195,82.40411111111112,84.82400000000001,0.012544,0.909,2.515,13.274
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.499890214159174,0.22028912578989432,0.2798206600509316,0.158729561846518,0.40575242681458656,0.40194614384557636,0.3221427108355603,82.07022222222221,84.56933333333333,0.012544,0.909,2.515,13.274
