initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,branch4.0,train accuracy epoch0,train accuracy epoch1,train accuracy epoch2,test accuracy epoch0,test accuracy epoch1,test accuracy epoch2,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,65.37188110351562,343.669580078125,488.318505859375,153.59227294921874,69.94369369369369,90.94969969969969,93.90015015015015,73.11163895486936,76.79334916864607,80.76009501187649,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,65.41656609161538,343.6733921693605,488.31720244777335,153.59228306416682,69.94369369369369,90.94969969969969,93.90015015015015,73.11163895486936,76.79334916864607,80.76009501187649,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-1.8875595092773438,230.2924560546875,557.7765625,143.736376953125,72.15465465465465,92.22222222222223,95.15390390390391,73.83214568487728,77.70387965162313,79.62787015043547,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-1.9730562220968964,230.28516552343473,557.7921649985715,143.73637798902905,72.15465465465465,92.22222222222223,95.15390390390391,73.83214568487728,77.70387965162313,79.62787015043547,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,81.28975830078124,277.3158935546875,590.1609375,158.62156982421874,71.85435435435436,91.75675675675676,94.88738738738739,75.66904196357878,76.61124307205067,80.89469517022961,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,81.33696063622203,277.25933821658754,590.0526979316784,158.62155079250368,71.85435435435436,91.75675675675676,94.88738738738739,75.66904196357878,76.61124307205067,80.89469517022961,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,93.81585693359375,220.473974609375,556.85986328125,137.28870849609376,73.15690690690691,92.38363363363364,94.756006006006,73.23040380047506,78.23436262866191,80.30087094220112,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,93.74733185301703,220.4581358726813,556.8175563931447,137.28871635675333,73.15690690690691,92.38363363363364,94.756006006006,73.23040380047506,78.23436262866191,80.30087094220112,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,52.9616943359375,196.6091552734375,714.4205078125,139.24595947265624,71.48273273273273,91.4451951951952,94.3993993993994,76.24703087885986,77.37925574030088,80.74425969912906,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,52.95395078410495,196.64540915890123,714.4395027210143,139.2459662606637,71.48273273273273,91.4451951951952,94.3993993993994,76.24703087885986,77.37925574030088,80.74425969912906,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,84.53650512695313,329.5251708984375,621.049755859375,134.910009765625,71.79054054054055,91.79804804804805,94.62837837837837,74.29928741092637,79.59619952494062,81.02137767220903,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,84.58330704976049,329.48423055305994,621.1605808199988,134.9099943389902,71.79054054054055,91.79804804804805,94.62837837837837,74.29928741092637,79.59619952494062,81.02137767220903,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,81.66305541992188,319.198828125,593.8900390625,139.3976318359375,70.81831831831832,91.4602102102102,94.19669669669669,75.37608867775138,79.69912905779888,78.76484560570071,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,81.65384729799833,319.21608366896345,593.9407891064478,139.39762253689423,70.81831831831832,91.4602102102102,94.19669669669669,75.37608867775138,79.69912905779888,78.76484560570071,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-76.87109985351563,215.3315673828125,527.79951171875,118.4065185546875,74.51576576576576,93.16066066066067,95.97222222222223,76.66666666666667,80.99762470308788,82.49406175771972,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-76.73915129994703,215.35532562852956,527.7944478455726,118.40653050904393,74.51576576576576,93.16066066066067,95.97222222222223,76.66666666666667,80.99762470308788,82.49406175771972,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,117.97874755859375,138.317041015625,566.115283203125,147.589111328125,71.36636636636636,91.51276276276276,94.69969969969969,73.840063341251,78.1710213776722,81.79730799683294,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,117.98797295044876,138.30573719852768,566.1561890101472,147.5891227718695,71.36636636636636,91.51276276276276,94.69969969969969,73.840063341251,78.1710213776722,81.79730799683294,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,17.462905883789062,225.726123046875,467.206591796875,135.55576171875,73.42717717717717,92.30855855855856,94.77102102102103,76.08076009501188,79.2319873317498,79.87331749802058,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,17.343591682948066,225.74398650771977,467.2029955452532,135.55576328847522,73.42717717717717,92.30855855855856,94.77102102102103,76.08076009501188,79.2319873317498,79.87331749802058,integrated_gradients,9
