initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1.0,norm_branch2.0,norm_branch3.0,norm_var_norm_branch1.0,norm_var_norm_branch2.0,norm_var_norm_branch3.0,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,branch1.0FLOPS,branch2.0FLOPS,branch3.0FLOPS,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.33785033942109943,0.27752875410715416,0.3846209064717464,0.05981233195870596,0.048619529883724776,0.0619129289631708,0.05678159693520051,93.05988888888889,94.46000000000001,0.9093,0.9093,0.9093,12.365
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.330533309991533,0.28345032885126076,0.3860163611572062,0.04729328215301104,0.03908406724632506,0.0490962623925098,0.04515787059728196,91.99766666666666,94.742,0.9093,0.9093,0.9093,12.365
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.33443005440245277,0.2957586374120879,0.3698113081854593,0.03487703783927707,0.0316423424922833,0.03882536612937048,0.035114915486976955,90.74600000000001,94.46066666666667,0.9093,0.9093,0.9093,12.365
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3336777977941198,0.28502864436550557,0.3812935578403746,0.05703081128852472,0.054421466192194366,0.0631185767388129,0.058190284739844,92.97422222222221,96.04666666666667,0.9093,0.9093,0.9093,12.365
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.33366071632168853,0.29161468055363116,0.3747246031246803,0.04161394339479651,0.04186608136516723,0.045381772988120204,0.04295393258269465,92.14588888888889,95.81533333333333,0.9093,0.9093,0.9093,12.365
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.33356459390536014,0.29707453578246884,0.369360870312171,0.030188302570284934,0.026489014473829214,0.03248537437310449,0.029720897139072878,90.88633333333334,95.49,0.9093,0.9093,0.9093,12.365
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3228766325434478,0.2653982570407247,0.4117251104158275,0.10051934149608399,0.10613105645148048,0.11854196862271445,0.10839745552342629,92.89711111111112,93.51133333333334,0.9093,0.9093,0.9093,12.365
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3437951487615614,0.2709956951590876,0.38520915607935097,0.07664830806515725,0.08174043500872398,0.08826143544837364,0.08221672617408496,92.30088888888889,94.04333333333334,0.9093,0.9093,0.9093,12.365
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3239393162126627,0.29630531184420883,0.3797553719431284,0.04127434810072276,0.05129143465734125,0.05299166389018801,0.04851914888275067,91.49477777777777,94.17800000000001,0.9093,0.9093,0.9093,12.365
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.312063095992001,0.27385060186916027,0.41408630213883874,0.09441210872180496,0.12189262147273273,0.13862105779342382,0.11830859599598716,92.88799999999999,95.31466666666667,0.9093,0.9093,0.9093,12.365
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3284141047775579,0.2727047885863002,0.3988811066361419,0.07550481475143077,0.08827096681337968,0.09694958245529071,0.08690845467336705,92.61622222222222,95.95533333333333,0.9093,0.9093,0.9093,12.365
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3136792860524533,0.29088146004730525,0.3954392539002414,0.039418541949068235,0.04573726731312211,0.06030991135492472,0.048488573539038356,91.87855555555555,95.91533333333334,0.9093,0.9093,0.9093,12.365
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.30745775684946486,0.2737158277775123,0.41882641537302295,0.10086140174073749,0.09023362571631166,0.12536552072123816,0.10548684939276243,92.62966666666667,93.21533333333333,0.9093,0.9093,0.9093,12.365
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3239071087298849,0.2556469333144979,0.4204459579556172,0.08178741629452595,0.08246407567343489,0.11265339475727382,0.09230162890841155,92.43344444444443,93.95266666666666,0.9093,0.9093,0.9093,12.365
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3119538836899765,0.2982631208517274,0.38978299545829603,0.031613382372515014,0.04280089032316972,0.0564699493853955,0.04362807402702675,91.88022222222223,94.61866666666667,0.9093,0.9093,0.9093,12.365
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.30972664257010896,0.27543154436682177,0.4148418130630692,0.11601237453643574,0.13376255095116257,0.14705726186505372,0.13227739578421735,92.54166666666667,95.32133333333333,0.9093,0.9093,0.9093,12.365
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.30684304463634426,0.2901332999547559,0.40302365540889984,0.05702413612285492,0.07297415845805674,0.07958519836720493,0.06986116431603887,92.69811111111112,95.75333333333333,0.9093,0.9093,0.9093,12.365
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.30646480444079177,0.30361010733131893,0.38992508822788924,0.029251962088436778,0.03914917189195587,0.04754227172825784,0.03864780190288349,92.26844444444444,96.03066666666668,0.9093,0.9093,0.9093,12.365
