initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1.0,norm_branch2.0,norm_branch3.0,norm_var_norm_branch1.0,norm_var_norm_branch2.0,norm_var_norm_branch3.0,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,branch1.0FLOPS,branch2.0FLOPS,branch3.0FLOPS,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.35926594144358176,0.3420161432168699,0.2987179153395483,0.0333607399411938,0.08397426947383935,0.06643055578375455,0.06125518839959589,93.38355555555556,94.77733333333332,2.515,2.515,2.515,17.182
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3664102302212617,0.3347378156299155,0.2988519541488228,0.030285919862438105,0.07773689610153021,0.05941960631685606,0.05581414076027479,92.68077777777779,95.22066666666666,2.515,2.515,2.515,17.182
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.36917215899043926,0.33605224712788095,0.2947755938816798,0.025140159824188883,0.06478768840085201,0.057408129638207746,0.04911199262108288,91.51177777777778,94.7,2.515,2.515,2.515,17.182
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.36451099196311687,0.33794677224622854,0.2975422357906546,0.03389015683586324,0.08000631829980227,0.06143939708379113,0.05844529073981888,93.429,96.33133333333333,2.515,2.515,2.515,17.182
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.36758109846188963,0.3378313728083067,0.2945875287298037,0.02407700428215499,0.07050091420693784,0.061672911235311025,0.05208360990813462,92.96277777777777,96.15933333333332,2.515,2.515,2.515,17.182
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3686117805613664,0.3352893505246249,0.2960988689140087,0.02716572487590432,0.06097676196677998,0.057185096741008384,0.0484425278612309,91.98299999999999,95.97466666666668,2.515,2.515,2.515,17.182
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3651789476367896,0.34765050944638926,0.28717054291682115,0.05273948022598384,0.09847566605751047,0.08389016640494389,0.07836843756281274,92.77622222222223,94.032,2.515,2.515,2.515,17.182
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.37421269021550996,0.3377943304441915,0.2879929793402985,0.03537451293092217,0.08318436499231852,0.0792322399616516,0.06593037262829743,92.74,94.57199999999999,2.515,2.515,2.515,17.182
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3598200994226509,0.34485230595716476,0.29532759462018426,0.04229542151982751,0.08308095190898125,0.0701181971029627,0.06516485684392381,92.18622222222221,94.75866666666666,2.515,2.515,2.515,17.182
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.35995971067534394,0.34109655465514527,0.2989437346695108,0.056349246305966,0.11341479054249665,0.10723371640336422,0.09233258441727561,92.767,95.68599999999999,2.515,2.515,2.515,17.182
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3668848640327989,0.3370807646551458,0.29603437131205523,0.033440330913518224,0.07862433756814984,0.07291092655052525,0.061658531677397765,93.04866666666666,95.868,2.515,2.515,2.515,17.182
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.35825030936695457,0.34908738916313264,0.29266230146991273,0.039174637464786624,0.07683627298000464,0.07594432898244434,0.06398507980907854,92.74155555555556,96.358,2.515,2.515,2.515,17.182
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3628366935540877,0.34719086665634263,0.28997243978956966,0.05498489388790793,0.10554506820746216,0.1167255278114818,0.0924184966356173,92.25222222222222,93.31866666666666,2.515,2.515,2.515,17.182
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3552684260877589,0.3509888889418625,0.29374268497037864,0.047625770513484995,0.09443608886970294,0.09521883768926938,0.0790935656908191,92.30288888888889,92.462,2.515,2.515,2.515,17.182
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.36840774348303845,0.34366091702119256,0.28793133949576893,0.04151348203031274,0.08198021605287385,0.07956229234116177,0.06768533014144945,91.87577777777778,94.71533333333333,2.515,2.515,2.515,17.182
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.374368262948327,0.32263496169419453,0.30299677535747843,0.05730846874351716,0.10383316219870835,0.11183341410927189,0.09099168168383247,92.256,95.52600000000001,2.515,2.515,2.515,17.182
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.37856908203732276,0.3295618596653705,0.2918690582973068,0.037595885461038994,0.0904085162931943,0.09308275996045591,0.07369572057156305,92.61166666666666,95.34533333333334,2.515,2.515,2.515,17.182
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3753580308314483,0.33108012463365616,0.29356184453489553,0.03989991913398654,0.08090087075549439,0.07715146752731836,0.06598408580559977,92.50255555555556,96.03866666666666,2.515,2.515,2.515,17.182
