initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1.0,norm_branch2.0,norm_branch3.0,norm_var_norm_branch1.0,norm_var_norm_branch2.0,norm_var_norm_branch3.0,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,branch1.0FLOPS,branch2.0FLOPS,branch3.0FLOPS,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3299573721038838,0.33961598405558974,0.33042664384052656,0.019928992173360013,0.009774122756960041,0.014631447951918248,0.014778187627412767,89.27244444444445,92.28933333333333,0.012544,0.012544,0.012544,9.674
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.32229245226967296,0.349364864465458,0.32834268326486904,0.015038124926767782,0.006836786202242528,0.010466511223995601,0.010780474117668637,87.77544444444445,91.56933333333333,0.012544,0.012544,0.012544,9.674
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3207227745659259,0.3537861721519728,0.32549105328210126,0.015258503590567272,0.006762414601551568,0.01113865133868729,0.011053189843602042,86.28877777777778,90.94800000000001,0.012544,0.012544,0.012544,9.674
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.32797573973282995,0.34091498252509933,0.3311092777420707,0.01798811621897041,0.009274098215584963,0.013790742737713689,0.01368431905742302,89.07111111111111,93.72533333333334,0.012544,0.012544,0.012544,9.674
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3214166173498827,0.3480757125119274,0.3305076701381899,0.015410539293281792,0.00723295246491988,0.011944407767492095,0.011529299841897924,87.95511111111111,92.85466666666666,0.012544,0.012544,0.012544,9.674
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.31958464108402024,0.35733595981078564,0.32307939910519407,0.015337362498962899,0.006287147152400347,0.009151758960547473,0.010258756203970239,86.79288888888888,91.886,0.012544,0.012544,0.012544,9.674
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3327015023236867,0.3280065650462845,0.33929193263002877,0.02197110475794681,0.013230254411684735,0.023335628567510706,0.019512329245714083,89.98155555555556,93.01666666666667,0.012544,0.012544,0.012544,9.674
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.33523466772310156,0.33448153147598114,0.3302838008009173,0.019595544876033995,0.012036855284406579,0.01358392143649225,0.015072107198977608,88.39755555555556,92.22133333333333,0.012544,0.012544,0.012544,9.674
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.32849492581334133,0.3459310251089024,0.32557404907775633,0.017712777194280754,0.009043077190184066,0.011478473207533955,0.012744775863999592,86.38377777777778,91.46266666666666,0.012544,0.012544,0.012544,9.674
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3393807846400513,0.3205797535091391,0.34003946185080963,0.02315096190488932,0.018792884854519486,0.02548124820083449,0.02247503165341443,89.90911111111112,94.48866666666666,0.012544,0.012544,0.012544,9.674
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.32718651655622516,0.3350472410763954,0.33776624236737945,0.016717771460547617,0.012401632507082117,0.0160054330009194,0.01504161232284971,88.52322222222223,93.73666666666666,0.012544,0.012544,0.012544,9.674
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3243131385208678,0.3460786644619527,0.3296081970171795,0.016366426271701286,0.009857368813965792,0.010881131340199931,0.012368308808622337,87.18144444444445,92.54933333333334,0.012544,0.012544,0.012544,9.674
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.32949586923956237,0.32578784030161484,0.34471629045882285,0.030886600952574287,0.024187165053736238,0.027354220649557434,0.027475995551955984,89.81111111111112,92.08533333333334,0.012544,0.012544,0.012544,9.674
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.33667970261734126,0.32395563915130493,0.33936465823135376,0.017558228739078145,0.011183041948132485,0.015185609762327404,0.014642293483179344,88.30255555555556,91.27533333333334,0.012544,0.012544,0.012544,9.674
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.32681745034955145,0.34032887716914034,0.33285367248130815,0.01786117297568848,0.00860640186075733,0.012056994870203919,0.012841523235549908,86.28133333333334,91.30266666666667,0.012544,0.012544,0.012544,9.674
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.34040507350312094,0.31326394542850927,0.3463309810683698,0.026440033997909517,0.0175078507471627,0.025326770709909522,0.023091551818327245,89.85422222222222,94.356,0.012544,0.012544,0.012544,9.674
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3298331911291007,0.33605558437029676,0.33411122450060254,0.02558072200606288,0.016456422385909424,0.020209508469434246,0.020748884287135515,88.52133333333333,93.878,0.012544,0.012544,0.012544,9.674
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.33208917436910573,0.3371712651770728,0.3307395604538214,0.018919914209410946,0.010158320115302011,0.013850034431260209,0.014309422918657722,87.16822222222223,92.50933333333334,0.012544,0.012544,0.012544,9.674
