,Unnamed: 0,initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_conv1x1,norm_conv1x1_3x3,norm_conv1x1_5x5,norm_var_norm_conv1x1,norm_var_norm_conv1x1_3x3,norm_var_norm_conv1x1_5x5,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,conv1x1FLOPS,conv1x1_3x3FLOPS,conv1x1_5x5FLOPS,totalFLOPS,final_test_accuracy,source,train accuracy epoch1,train accuracy epoch2,test accuracy epoch1,test accuracy epoch2
50,16,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.2681542515995064,0.3037432731860202,0.4281024752144733,0.297517673846241,0.5270432661666403,0.4551339702057724,0.4265649700728846,90.96355555555556,95.048,0.012544,0.909,2.515,13.274,95.048,mnist,,,,
51,17,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.2579910482561044,0.3396602388654489,0.4023487128784466,0.246039034131265,0.4862513089911958,0.4601703837733904,0.3974869089652837,90.03488888888889,94.92266666666666,0.012544,0.909,2.515,13.274,94.92266666666666,mnist,,,,
52,3,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.069898389299132,0.2488180339800774,0.6812835767207907,0.304462161757891,0.2930355620661127,0.1059866553099579,0.2344947930446539,73.08458458458458,77.48218527315915,0.049152,1.204,3.301,17.927,81.12905779889154,gtsrb,92.57507507507508,94.90490490490492,80.16574294008973,81.12905779889154
53,4,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.0670191242034819,0.2188262657400946,0.7141546100564234,0.2761725200097903,0.2958504005618534,0.0933861134766242,0.2218030113494227,70.24424424424426,76.23964106624439,0.049152,1.204,3.301,17.927,81.03140670361573,gtsrb,92.4034034034034,95.20345345345346,79.67168118237002,81.03140670361573
54,5,0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.0842300434100652,0.2018429941955567,0.713926962394378,0.2202326213228344,0.3175373569172215,0.086072340598085,0.2079474396127136,64.42942942942943,73.11005542359462,0.049152,1.204,3.301,17.927,80.74109263657958,gtsrb,91.15365365365366,94.98848848848849,78.93850620216416,80.74109263657958
55,9,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.0925224341217779,0.3662792313835642,0.5411983344946578,0.330024198252929,0.3983084856172887,0.2662047874511554,0.3315124904404577,69.71471471471472,75.64634468197413,0.049152,1.204,3.301,17.927,80.33676431776193,gtsrb,90.1574074074074,92.80255255255254,79.20242808128793,80.33676431776193
56,10,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.0831442908122931,0.3406925834161186,0.5761631257715882,0.2639382127049914,0.3769422356736819,0.2220336437790311,0.2876380307192348,67.77527527527528,75.61414621272102,0.049152,1.204,3.301,17.927,80.34045922406968,gtsrb,91.03353353353351,93.87712712712712,79.39245183425706,80.34045922406968
57,11,0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.0997956613918804,0.3164437065198298,0.5837606320882897,0.2169454451114377,0.3748875688222206,0.2034060174620663,0.2650796771319082,62.74274274274274,73.2019002375297,0.049152,1.204,3.301,17.927,80.73950910530483,gtsrb,90.62287287287288,94.07257257257258,78.92900501451571,80.73950910530483
58,15,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.119922786360265,0.417129020762397,0.4629481928773379,0.3108181007478864,0.3770272531919962,0.3350855718632025,0.340976975267695,64.38088088088088,73.71707574557931,0.049152,1.204,3.301,17.927,79.00607020321985,gtsrb,87.45895895895896,90.48998998998998,76.91897598310901,79.00607020321985
59,16,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.0925085087535398,0.3982195895453318,0.5092719017011283,0.2616114134475997,0.4115888267516034,0.3139072311749141,0.3290358237913724,65.01401401401401,75.24835048825548,0.049152,1.204,3.301,17.927,79.6526788070731,gtsrb,89.59809809809809,92.45995995995996,79.00712589073633,79.6526788070731
60,17,0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.1085704698469876,0.3577454394878712,0.5336840906651411,0.2296749672966176,0.3959184006757299,0.2698755864416109,0.2984896514713195,60.27777777777778,71.6859329638427,0.049152,1.204,3.301,17.927,79.90709949854843,gtsrb,89.51176176176176,93.3716216216216,79.25574030087094,79.90709949854843
