initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1,norm_branch2,norm_branch3,norm_branch4,std_norm_branch1,std_norm_branch2,std_norm_branch3,std_norm_branch4,avg_std,train accuracy epoch0,test accuracy epoch0,branch1,branch2,branch3,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,8,0.20284320815289594,0.14681905971541642,0.42705736054778765,0.22328037158390002,0.14661542849923423,0.0742380144382621,0.09551913542289432,0.05257485257849002,0.09223685773472017,94.275,97.04533333333333,6.272,56.448,157,416
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.2252618551661967,0.1911348365847653,0.40338029064732595,0.18022301760171208,0.12720240080684783,0.09006418492185667,0.08605700723133068,0.03612058074944154,0.08486104342736918,93.89044444444444,97.02066666666666,6.272,56.448,157,416
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.2394531782729101,0.22179646296974068,0.37836641140760535,0.16038394734974387,0.11933990827445719,0.08931609123688951,0.07850473472796098,0.029318293317133485,0.07911975688911028,93.215,96.81266666666667,6.272,56.448,157,416
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.24540374878919913,0.24303564342814124,0.36021908248184875,0.1513415253008109,0.11367496932982395,0.08169642980628614,0.06822472486054978,0.024762749035630673,0.07208971825807264,92.07344444444445,96.32533333333335,6.272,56.448,157,416
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,8,0.016156460790257527,0.14013398292288518,0.48173887602105847,0.3619706802657988,0.023829744176339165,0.04809097115125368,0.06600353879261549,0.032380294599507496,0.042576137179928954,94.54711111111111,96.98933333333333,6.272,56.448,157,416
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.10884812479119026,0.15254116422097974,0.4478025932826048,0.29080811770522513,0.11105594448022889,0.05471996000063603,0.07175107255443344,0.04336494405265135,0.07022298027198744,94.38422222222222,97.2,6.272,56.448,157,416
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.19416741715747798,0.17205167369857788,0.4119813691282822,0.22179954001566202,0.13135775810009764,0.07489030558880719,0.08236708980113239,0.042964886856779655,0.08289501008670422,93.98088888888888,97.21866666666666,6.272,56.448,157,416
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.2469399723904502,0.20518956502953983,0.3713528571669007,0.1765176054131093,0.12664893695657511,0.08323453523245182,0.07839701978401228,0.03340962965205706,0.08042253040627406,93.16366666666666,96.93599999999999,6.272,56.448,157,416
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,8,0.0005197966455695992,0.12962430667323405,0.4844097541824471,0.3854461424987493,0.001252529029250623,0.047413189530664576,0.07022949067585947,0.03540083501769668,0.038574011063367844,94.43533333333333,96.784,6.272,56.448,157,416
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.047542316077441124,0.1545532853060224,0.456514596441133,0.34138980217540355,0.07372850800603999,0.05461602633161219,0.06507827559259467,0.03872813044155725,0.05803773509295103,94.38244444444445,97.06,6.272,56.448,157,416
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.14628084360830734,0.16284042589044764,0.41825451779064704,0.27262421271059795,0.12261816995303333,0.05586560503385085,0.07289832240315908,0.04594222711819975,0.07433108112706074,94.04477777777778,97.21666666666667,6.272,56.448,157,416
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.24122102797129966,0.18343051681458716,0.36980633430616405,0.20554212090794913,0.1270333972469002,0.07250628941691104,0.0733776215002846,0.03979885642856515,0.07817904114816523,93.23955555555555,96.902,6.272,56.448,157,416
