initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,branch4.0,train accuracy epoch0,train accuracy epoch1,train accuracy epoch2,test accuracy epoch0,test accuracy epoch1,test accuracy epoch2,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,3.056741714477539,23.54401550292969,260.1529541015625,14.665904235839845,66.94786846308203,79.92546787337729,81.3997297186617,76.45590043023971,78.11539643515673,77.91564228641671,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,3.0570651680442293,23.48186001397366,260.2797983578392,14.665904355943216,66.94786846308203,79.92546787337729,81.3997297186617,76.45590043023971,78.11539643515673,77.91564228641671,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,3.768610763549805,52.71318359375,180.67071533203125,16.880877685546874,67.4515745935542,79.80534283413189,81.82153241328474,75.98724646588813,77.8541794714198,79.04118008604794,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,3.746451729680712,52.74390140266492,180.57997012458867,16.880880967822208,67.4515745935542,79.80534283413189,81.82153241328474,75.98724646588813,77.8541794714198,79.04118008604794,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-1.0413235664367675,27.74476318359375,258.0391845703125,24.37964630126953,66.99291535279905,80.42917400384947,82.05222709092646,78.54947756607253,78.12307928703135,78.21143208358943,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-1.0707705269332453,27.742945422371804,257.97707388609024,24.379648489305744,66.99291535279905,80.42917400384947,82.05222709092646,78.54947756607253,78.12307928703135,78.21143208358943,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-2.363951110839844,10.416800689697263,230.3105712890625,17.18336181640625,67.4802407961014,79.89953178535839,81.5253149869637,73.02934849416103,76.03718500307313,77.56991395205901,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-2.3548104168839443,10.471955160637425,230.320225732428,17.183361098009048,67.4802407961014,79.89953178535839,81.5253149869637,73.02934849416103,76.03718500307313,77.56991395205901,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,4.68800048828125,9.66581802368164,213.8509521484375,20.76566925048828,64.49486055940046,79.57464815649017,81.54715590319014,72.79118008604794,76.37523048555624,78.5840503995083,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,4.6716427570345775,9.623059307371754,213.8944232987877,20.765668620463657,64.49486055940046,79.57464815649017,81.54715590319014,72.79118008604794,76.37523048555624,78.5840503995083,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,5.936497497558594,26.60272216796875,231.901513671875,19.234709167480467,67.31779898166728,79.79169226149037,81.48299821177498,76.64028887523048,77.21650276582668,76.40596189305471,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,5.931874525653531,26.59311740806715,232.00755014483894,19.234709531322245,67.31779898166728,79.79169226149037,81.48299821177498,76.64028887523048,77.21650276582668,76.40596189305471,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,4.566188049316406,2.2363002777099608,283.129541015625,2.353252410888672,66.94923352034618,80.28993816290594,81.74372414922806,77.07821143208359,78.42271051014137,79.47141979102643,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,4.538111375668675,2.22095734177083,283.1318687408675,2.353252197251955,66.94923352034618,80.28993816290594,81.74372414922806,77.07821143208359,78.42271051014137,79.47141979102643,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-2.4266647338867187,17.56690368652344,284.6724853515625,3.3921138763427736,66.8059025076102,80.14114692111335,81.59493290743546,76.23309772587585,79.53288260602335,78.5417947141979,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-2.4526196472555064,17.561864150019098,284.7020391887768,3.39211300784402,66.8059025076102,80.14114692111335,81.59493290743546,76.23309772587585,79.53288260602335,78.5417947141979,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,2.1014497756958006,45.682492065429685,176.01014404296876,16.502792358398438,66.13565939091144,79.5623626411128,81.27004927856724,74.2278733866011,76.23693915181315,78.42271051014137,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,2.103344501130766,45.689441154631226,176.0565393436123,16.50279354301509,66.13565939091144,79.5623626411128,81.27004927856724,74.2278733866011,76.23693915181315,78.42271051014137,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-7.917183685302734,34.65659790039062,205.0915283203125,20.360939025878906,68.66238038685722,80.5110774396986,82.24743027970024,77.13967424708052,76.59419176398279,79.52904118008605,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-7.928297631581505,34.67300387806267,205.03104332699053,20.36093951371677,68.66238038685722,80.5110774396986,82.24743027970024,77.13967424708052,76.59419176398279,79.52904118008605,integrated_gradients,9
