initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,initial_conv_layers.0,inception_block_3a.conv1x1.0,inception_block_3a.conv1x1_3x3.0,inception_block_3a.conv1x1_3x3.3,inception_block_3a.conv1x1_5x5.0,inception_block_3a.conv1x1_5x5.3,inception_block_3a.pool3x3_conv1x1.1,inception_block_3b.conv1x1.0,inception_block_3b.conv1x1_3x3.0,inception_block_3b.conv1x1_3x3.3,inception_block_3b.conv1x1_5x5.0,inception_block_3b.conv1x1_5x5.3,inception_block_3b.pool3x3_conv1x1.1,inception_block_4a.conv1x1.0,inception_block_4a.conv1x1_3x3.0,inception_block_4a.conv1x1_3x3.3,inception_block_4a.conv1x1_5x5.0,inception_block_4a.conv1x1_5x5.3,inception_block_4a.pool3x3_conv1x1.1,inception_block_4b.conv1x1.0,inception_block_4b.conv1x1_3x3.0,inception_block_4b.conv1x1_3x3.3,inception_block_4b.conv1x1_5x5.0,inception_block_4b.conv1x1_5x5.3,inception_block_4b.pool3x3_conv1x1.1,inception_block_4c.conv1x1.0,inception_block_4c.conv1x1_3x3.0,inception_block_4c.conv1x1_3x3.3,inception_block_4c.conv1x1_5x5.0,inception_block_4c.conv1x1_5x5.3,inception_block_4c.pool3x3_conv1x1.1,inception_block_4d.conv1x1.0,inception_block_4d.conv1x1_3x3.0,inception_block_4d.conv1x1_3x3.3,inception_block_4d.conv1x1_5x5.0,inception_block_4d.conv1x1_5x5.3,inception_block_4d.pool3x3_conv1x1.1,inception_block_4e.conv1x1.0,inception_block_4e.conv1x1_3x3.0,inception_block_4e.conv1x1_3x3.3,inception_block_4e.conv1x1_5x5.0,inception_block_4e.conv1x1_5x5.3,inception_block_4e.pool3x3_conv1x1.1,train accuracy epoch0,train accuracy epoch1,train accuracy epoch2,test accuracy epoch0,test accuracy epoch1,test accuracy epoch2,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,-0.00010293392,0.00017969571,-0.00031084023,-0.00031084032,4.5952223e-05,4.5952227e-05,-1.7741608e-05,0.001251216,0.0017944721,0.0017944737,0.0019588384,0.0019588377,-0.00086613675,-0.00086434284,0.0036121984,0.0036121986,0.0009646442,0.000964644,0.009335117,0.108079635,0.049470093,0.04947007,0.032068763,0.032068774,0.048789088,0.7108102,0.3401316,0.34013158,0.273592,0.27359205,0.8096843,5.188681,5.267619,5.2676206,3.58826,3.5882597,5.780338,80.10353,114.52002,114.52003,44.73011,44.73013,41.412502,57.076,73.946,80.468,65.01,73.87,77.89,deeplift,0
