initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,branch4.0,train accuracy epoch0,train accuracy epoch1,train accuracy epoch2,test accuracy epoch0,test accuracy epoch1,test accuracy epoch2,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,138.315625,80.07207641601562,110.63941650390623,11.660839080810549,69.440463027424,80.64348799432136,82.3511746317758,76.48663183773817,78.35740626920713,77.72741241548863,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,138.26262604331924,79.99036505760466,110.60259525597978,11.660837396209423,69.440463027424,80.64348799432136,82.3511746317758,76.48663183773817,78.35740626920713,77.72741241548863,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,11.129225158691408,84.83699951171874,156.3947998046875,22.220802307128903,70.61441227459493,80.76634314809506,82.27609648224743,77.20113706207745,79.1602642901045,80.0361094038107,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,11.139889357463494,84.84791678847913,156.39818375458688,22.22080205261254,70.61441227459493,80.76634314809506,82.27609648224743,77.20113706207745,79.1602642901045,80.0361094038107,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,67.66467895507813,104.51171875,150.7442626953125,16.662635803222656,69.90731261176407,80.5452038713024,81.92937193715277,75.05377996312231,78.34972341733251,78.76843884449907,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,67.64911578235596,104.47263057612987,150.76486722222327,16.662632944775382,69.90731261176407,80.5452038713024,81.92937193715277,75.05377996312231,78.34972341733251,78.76843884449907,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,66.73922119140624,145.826708984375,126.4433837890625,18.48479309082031,69.20567317798982,80.41415837394379,82.24606522243609,78.27673632452367,78.04625076828519,79.28703134603565,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,66.79486201379882,145.7975374398088,126.46698642931936,18.484796922294912,69.20567317798982,80.41415837394379,82.24606522243609,78.27673632452367,78.04625076828519,79.28703134603565,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,87.68060302734375,86.29571533203125,109.990234375,13.03813934326172,70.77412397450072,80.8564369275291,82.31841325743615,77.35863552550707,77.06284572833435,78.99892440073755,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,87.72172774619382,86.34200085885092,110.02397270572666,13.0381379837283,70.77412397450072,80.8564369275291,82.31841325743615,77.35863552550707,77.06284572833435,78.99892440073755,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,120.0309326171875,71.566796875,85.0787353515625,4.644330596923828,70.292258760255,80.76907326262337,82.41260220866265,78.31515058389674,79.29087277197296,80.24738783036263,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,120.06426276123776,71.51951319259376,85.06053719438846,4.644331330306348,70.292258760255,80.76907326262337,82.41260220866265,78.31515058389674,79.29087277197296,80.24738783036263,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,56.7943359375,55.82750244140625,113.4244873046875,14.362657165527343,70.71542651214219,80.67488431139687,82.54228264875711,75.03457283343577,78.4380762138906,79.58666256914567,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,56.7792777720468,55.82859545685792,113.36773993126376,14.362656833770762,70.71542651214219,80.67488431139687,82.54228264875711,75.03457283343577,78.4380762138906,79.58666256914567,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,98.7767578125,104.30982666015623,110.06156005859376,12.508192443847657,69.92642341346219,80.12476623394352,82.16416178658694,76.57114320835895,79.61739397664412,81.1539643515673,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,98.80498241244196,104.29567758799524,110.06513079058496,12.50819381636299,69.92642341346219,80.12476623394352,82.16416178658694,76.57114320835895,79.61739397664412,81.1539643515673,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,133.9690185546875,112.4655029296875,45.0724853515625,9.848682403564451,70.00832684931133,81.04208471545381,82.60780539743642,76.34065765212047,79.31007990165949,78.8721573448064,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,133.97808739446097,112.48584342544568,45.07145569227713,9.848684404743436,70.00832684931133,81.04208471545381,82.60780539743642,76.34065765212047,79.31007990165949,78.8721573448064,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,121.6170166015625,133.2450927734375,58.184820556640624,11.77216339111328,70.0888652278963,80.73494683101956,82.65285228715345,76.92455439459127,77.50076828518746,80.53933620159803,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,121.64623167824249,133.30584485775492,58.155655989600426,11.77216314038426,70.0888652278963,80.73494683101956,82.65285228715345,76.92455439459127,77.50076828518746,80.53933620159803,integrated_gradients,9
