initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,norm_branch1.0,norm_branch2.0,norm_branch3.0,norm_var_norm_branch1.0,norm_var_norm_branch2.0,norm_var_norm_branch3.0,avg_normalized_variance,train accuracy epoch0,test accuracy epoch0,branch1.0FLOPS,branch2.0FLOPS,branch3.0FLOPS,totalFLOPS
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.31839167400223045,0.34526786951248334,0.33634045648528615,0.009072596839855365,0.014917843972883624,0.006295814312952617,0.010095418375230536,86.00533333333333,88.078,0.314,0.314,0.314,10.577
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.31830731775035753,0.3426521044565795,0.33904057779306296,0.006325492801808229,0.010469369970382413,0.00424636893763249,0.007013743903274377,85.73966666666666,87.74733333333333,0.314,0.314,0.314,10.577
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.3219210714961353,0.33688234084194435,0.3411965876619203,0.004111488420005716,0.008156677667148686,0.0037870919139539844,0.005351752667036129,85.10933333333334,87.09933333333333,0.314,0.314,0.314,10.577
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.32179935212507566,0.34213612647079644,0.33606452140412785,0.010373836686038551,0.017973110533100283,0.006375826319985027,0.01157425784637462,85.99588888888889,88.234,0.314,0.314,0.314,10.577
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3210281390697781,0.3404265370997091,0.33854532383051283,0.006690847702556576,0.012138026711790158,0.005126275254192359,0.00798504988951303,85.703,87.99933333333334,0.314,0.314,0.314,10.577
0.0003,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.32170554238331867,0.3385165668949915,0.3397778907216899,0.004534272895565269,0.008481806957270799,0.004028971604421039,0.005681683819085703,85.23755555555555,87.62066666666666,0.314,0.314,0.314,10.577
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.3267225056065101,0.3490458942781035,0.3242316001153864,0.01523510842401569,0.02406608472856566,0.008589044655485238,0.015963412602688864,86.27677777777778,88.41000000000001,0.314,0.314,0.314,10.577
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.32203555343643236,0.3445642867696453,0.33340015979392235,0.01123212279085875,0.016140604327109547,0.005853160189747745,0.01107529576923868,86.05666666666666,88.334,0.314,0.314,0.314,10.577
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.32009874520393183,0.34293564216240324,0.336965612633665,0.00717919022280839,0.01245258564494991,0.004670626307804285,0.008100800725187528,85.45855555555555,87.184,0.314,0.314,0.314,10.577
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3289583002304617,0.3451141253238858,0.32592757444565257,0.018201800184064226,0.028285999049855858,0.01086769749981503,0.01911849891124504,86.25611111111111,88.58933333333334,0.314,0.314,0.314,10.577
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.3270898924343009,0.344923238317297,0.32798686924840215,0.01286309930567219,0.02076392421302729,0.00701123937903197,0.013546087632577149,86.03333333333333,88.27666666666667,0.314,0.314,0.314,10.577
0.0007,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.32249267038976737,0.3423928375839777,0.335114492026255,0.008765024480350181,0.01654674417790865,0.0063359293623734755,0.010549232673544101,85.59744444444443,87.984,0.314,0.314,0.314,10.577
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,0.32556063329201174,0.35544833118148567,0.31899103552650254,0.026838132697608673,0.03458823761023505,0.014631596778188816,0.025352655695344183,86.2328888888889,88.268,0.314,0.314,0.314,10.577
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,0.3178413095575462,0.35013704931339046,0.33202164112906335,0.013423524778050352,0.017710128937688162,0.006340390087640256,0.012491347934459591,86.05066666666667,88.27533333333334,0.314,0.314,0.314,10.577
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,0.32164563719834344,0.3415443746855182,0.3368099881161383,0.008792263153340009,0.014999742578620032,0.006306416255112299,0.010032807329024113,85.52344444444445,87.40533333333333,0.314,0.314,0.314,10.577
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.3319749562420727,0.35386089090874506,0.3141641528491823,0.02281135634706804,0.04251875064359959,0.022905149736280692,0.029411752242316107,86.19255555555556,88.438,0.314,0.314,0.314,10.577
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,0.32984863178487894,0.34424606126769003,0.325905306947431,0.015864844225373397,0.023715297303173646,0.009119688969329227,0.01623327683262542,86.01833333333335,88.28999999999999,0.314,0.314,0.314,10.577
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,0.3236870559780282,0.3434072641779958,0.33290567984397607,0.010573242430073354,0.01987821773558557,0.007439017511411718,0.012630159225690213,85.6511111111111,87.99066666666666,0.314,0.314,0.314,10.577
