initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,conv1x1,conv1x1_3x3.0,conv1x1_3x3.1,conv1x1_5x5.0,conv1x1_5x5.1,train accuracy epoch0,train accuracy epoch1,train accuracy epoch2,test accuracy epoch0,test accuracy epoch1,test accuracy epoch2,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,17.00524,40.674603,40.6746,292.76172,292.76178,49.49015111183914,71.92213713365275,77.2103689749785,64.28626306084819,71.68484941610326,74.29317762753534,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,18.236428136138723,44.440329094532565,44.44032928574366,329.23352695211634,329.23352617125227,49.49015111183914,71.92213713365275,77.24586046384645,64.28626306084819,71.68484941610326,74.8079287031346,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,67.433975,101.41098,101.410965,190.03302,190.03299,19.00842240331982,35.12974869295767,64.62727111402323,21.077904118008604,55.239704978488014,66.87154271665642,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,77.23579718182175,115.99534996782673,115.99535052911466,214.27896985228776,214.27897139913085,19.00842240331982,35.12974869295767,64.59996996874018,21.077904118008604,55.239704978488014,67.19038106945298,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,22.39435,35.34233,35.34232,278.24875,278.2488,50.967143071651854,72.66882345714403,76.9673887819594,63.82529194837124,72.2917947141979,75.28426551936079,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,24.866763835448403,38.284155690908534,38.2841554470884,301.8162566689191,301.81625862894475,50.967143071651854,72.63469702554022,76.91961177771408,63.82529194837124,72.09204056545789,74.80024585125999,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,37.231388,9.089221,9.089224,313.76422,313.76407,45.9191613088169,67.71093547374312,74.54850730988164,59.51137062077443,68.18146896127843,73.57483097725876,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,50.92117851984234,9.045566399344606,9.045567082117936,352.7729549215051,352.7729546279056,45.9191613088169,67.7600775352526,74.641331203844,59.51137062077443,68.85371850030731,73.31361401352181,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,21.034765,23.681896,23.681898,282.9192,282.91907,43.19996723862566,69.17973708997093,75.97226203639242,59.72264904732637,71.29686539643515,73.97818070067609,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,21.029589745684795,20.533738671077742,20.53373901076477,286.93227773860707,286.93227510292434,43.19996723862566,69.25208512497099,76.11149787733595,59.72264904732637,71.30838967424708,74.20866625691457,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,9.644593,7.771634,7.7716327,230.85031,230.85036,53.54300612910711,71.41297077412398,75.63782300667513,64.52827289489859,72.85648432698217,74.5159803318992,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,11.842103290447083,6.656794091904876,6.656794259578127,263.1939105748144,263.19391474316456,53.50205441118255,71.20821218450114,75.05357849761798,63.77535341118623,71.02028272894898,74.82329440688383,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,18.084845,54.975346,54.97534,237.53752,237.53754,49.97884161240564,69.85544043572628,74.3956208962966,62.13506453595575,70.28657037492317,70.32882606023355,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,22.429833941917156,67.1040802146962,67.10407909158987,267.7649085098895,267.7649075384499,49.97884161240564,69.93870892883956,74.61676017308926,62.13506453595575,71.22771972956362,71.45436385986478,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,19.629774,46.21905,46.21903,193.733,193.73291,37.52132901975238,63.64989011289023,72.20060881553981,53.603257529194835,67.50153657037492,70.11754763368162,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,18.360756121537637,44.19031606249773,44.190316179973706,221.13794847362456,221.13794737938514,37.52132901975238,63.70585746072048,72.05045251648306,53.603257529194835,66.32606023355869,70.26736324523664,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,16.968115,12.603069,12.603068,198.36835,198.36841,47.54357945315806,67.47068539525233,73.68442606167329,59.56899200983405,69.19944683466503,72.43008604794099,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,25.226154111768288,17.103896527277985,17.103896845929963,246.86608157440773,246.86608198333468,47.54357945315806,67.42700356279946,73.24760773714458,59.56899200983405,68.48878303626306,71.7578365089121,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,21.644161,66.49261,66.49259,197.01587,197.01588,38.88911639843291,65.2511022837408,71.86207461403006,56.9760295021512,66.230024585126,69.86785494775661,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,27.9419354332554,68.47604730329732,68.4760475080433,236.44366501396962,236.44366516792968,38.88911639843291,65.53093902289201,72.45587452393627,56.9760295021512,67.08282114320836,71.08558696988322,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,9.698335,4.51073,4.510729,315.1942,315.19443,54.54768827552316,72.48181061195517,76.05007030044911,66.49124154886294,69.68730792870313,74.25092194222495,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,9.800792707881097,4.66941570191627,4.669415580306037,324.6630908047028,324.663090867527,54.54768827552316,72.42993843591739,75.84258159629796,66.49124154886294,70.1521204671174,73.95513214505225,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,13.947062,6.9509473,6.950947,253.89983,253.89984,51.62373561570908,72.66199817082327,76.17565556875111,63.55255070682237,70.91272280270437,73.37123540258143,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,16.5758156506704,4.310932820307152,4.310932903964481,302.9989979858279,302.99899732455174,51.59506941316188,72.88313744761592,76.35720818488336,63.72541487400123,71.53119237861094,73.95129071911494,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,36.711647,8.632514,8.632514,246.38094,246.38106,36.5889949083364,64.1822624459096,71.7405845175205,54.95543945912723,66.64105716041794,71.20467117393977,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,42.3268356753545,8.387417123631943,8.387417127203282,264.501011614479,264.5010085440154,36.5889949083364,64.2423249655323,71.26281447506723,54.95543945912723,66.3759987707437,69.6220036877689,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,16.049463,97.93664,97.93664,201.21646,201.21649,49.167997597499216,69.87318618016026,74.25228988356062,62.154271665642284,70.91272280270437,70.95497848801475,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,23.20257295091356,108.72190983580643,108.72190944512894,250.48373585642537,250.48373664690874,49.167997597499216,69.8636307793112,74.19495747846622,62.154271665642284,70.37492317148126,72.69130301167793,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,12.319057,4.049462,4.049462,210.49854,210.49858,36.563058820317515,68.26924389478138,75.02491229507078,55.99646588813768,70.66687154271666,72.36478180700676,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,10.868310940444266,3.643334489018358,3.6433347145576285,242.82578961862197,242.8257887857454,36.563058820317515,68.19553080251717,74.95256426007072,55.99646588813768,69.9638905961893,73.06007990165949,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,9.86767,18.947298,18.947292,168.30878,168.30884,44.283822706362535,68.10953219487557,73.03465880393682,58.87369391518131,68.39658881376766,69.6757836508912,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,11.620625348069893,27.306320364802016,27.30632025972516,229.02012616654392,229.02012476161352,44.27972753457008,68.13410322563031,73.48512770110706,60.17977873386601,69.54133374308543,71.65027658266749,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,14.762566,63.902504,63.9025,152.92381,152.9238,47.9367159452339,72.24702076252099,76.20022659950585,65.15058389674248,71.97295636140136,73.94744929317763,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,23.172000738849334,93.5370069997042,93.53700625338195,214.85750911561436,214.8575090095986,47.857542623913076,71.3064963075201,76.1128629346001,63.52566072526122,71.78472649047326,74.46220036877689,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,14.341266,8.518062,8.5180645,171.75462,171.75458,48.108713160517084,68.44533628185702,73.83458236073004,62.37323294406884,69.51828518746159,71.8077750460971,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,15.57300516234381,8.82003147795225,8.820031881268923,223.10548956923083,223.10549198904818,48.126458904951065,68.31565584176256,73.18481510299357,62.50384142593731,69.77566072526122,69.62968653964352,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,21.876585,3.0647025,3.0647023,250.26076,250.26073,42.94060635843674,68.93402678242353,73.59979251129585,58.56253841425937,67.2979409956976,71.3660110633067,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,18.139651097244524,2.7318737153994133,2.731873621162682,272.5097439201914,272.509746897044,42.89555946871971,68.4057496211966,73.96835797261696,58.816072526121694,66.32606023355869,72.32636754763368,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,13.008186,11.346448,11.34645,298.98923,298.98914,53.28364524891819,72.2784170795965,75.81801056554322,64.44376152427782,71.08174554394591,72.82575291948372,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,14.845578475546962,11.048175997454882,11.048176178675181,297.9483377307769,297.9483387699947,53.20583698486151,72.0095007985585,75.39893798544848,64.40150583896742,71.10863552550707,72.86416717885679,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,11.023527,2.6408222,2.6408222,214.29622,214.29616,54.02214122882455,67.40379758930887,71.46211283563345,60.898125384142595,67.37476951444376,70.45175169022741,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.9367019119366842,0.8008273024975292,0.8008270985701162,207.57464273169035,207.57463904224448,53.917031819484826,67.20176911421434,71.47030317921836,58.343577135832824,67.09818684695759,70.9818684695759,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,33.374092,22.542013,22.542015,49.008087,49.008064,34.07046425597554,58.113217849488784,67.06799350232743,47.40319606637984,60.10679164105716,66.27612169637369,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,41.14806240783195,18.601534121015522,18.601536676663077,77.18959813385007,77.18959934538972,34.06500402691893,57.26551728845025,65.27021308543894,48.13690842040565,57.17962507682852,61.88153042409343,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,23.985098,25.259638,25.259644,66.19145,66.191505,29.205400166536986,54.883492362504605,64.66139754562704,42.11355255070682,56.54578979717271,65.39259373079287,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,68.44873004465524,40.18545979913364,40.18546037817412,77.98881547049209,77.98881649004117,29.205400166536986,53.34097765401258,59.1301855112822,42.11355255070682,55.05915795943454,56.3959741856177,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,30.069939,0.17804326,0.17804328,55.209538,55.20954,33.58177375540904,56.08610781222272,63.30589568232387,47.51843884449908,59.53441917639828,60.51014136447449,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,101.24771658157941,0.26696787518922527,0.2669678639064792,111.95681958548212,111.9568218642961,33.35790436408807,55.897729909769716,63.623954024871345,47.77581438229871,60.19898586355255,61.566533497234175,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.0,0.0,0.0,0.0,0.0,18.691729118036502,18.921058738414075,18.921058738414075,19.587430854333128,19.587430854333128,19.587430854333128,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.0,0.0,0.0,0.0,0.0,18.691729118036502,18.921058738414075,18.921058738414075,19.587430854333128,19.587430854333128,19.587430854333128,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,18.40752,2.5030081,2.5030084,84.94941,84.94942,31.913673778615014,51.88582661042631,64.70371432081576,40.77289489858636,55.34726490473264,65.18131530424094,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,19.913952720389332,0.6415820992055719,0.6415819640007845,151.8063043254805,151.80630303233383,32.583916895313756,56.707208867411985,65.00948714798585,42.89336201598033,57.95175169022741,65.18131530424094,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,28.396355,0.746832,0.74683195,121.842186,121.84216,41.57691415154866,60.26591315505686,65.34665629223146,52.877228027043635,60.529348494161034,63.9520590043024,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,43.16473218862324,0.0049764183067040335,0.004976363803374267,133.11430373058096,133.1143044315407,40.860259087868734,60.94298155807636,68.30064021185689,50.19975414874001,62.73816840811309,66.97526121696373,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,100.2987,8.659694,8.659697,15.475547,15.4755535,19.361972234735248,21.89005828794518,30.513125025594825,21.68484941610326,25.326521204671174,38.94821757836509,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,106.4101194224901,11.136530116848014,11.136529776122929,13.424028601789235,13.424027781470528,19.361972234735248,22.23951294756815,28.8163588462536,21.68484941610326,25.1459741856177,30.46634910878918,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,4.3900914,4.7140117,4.714012,4.694215,4.694221,26.83839087049702,42.03420833503966,55.4295152681655,30.293484941610327,45.6860786724032,50.399508297480025,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,179.2884231924279,-18.19217284832176,-18.192173069569975,-21.48292250808544,-21.482925305792882,26.83839087049702,40.47804305390611,57.49348185156367,30.293484941610327,47.34941610325753,58.25906576521205,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.0,0.0,0.0,0.0,0.0,18.608460624923215,18.922423795678228,18.921058738414075,19.587430854333128,19.587430854333128,19.587430854333128,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,0.0,0.0,0.0,0.0,0.0,18.608460624923215,18.922423795678228,18.921058738414075,19.587430854333128,19.587430854333128,19.587430854333128,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,7.083438,19.2658,19.2658,160.67091,160.67099,48.503214709857076,67.47887573883725,73.29947991318235,60.19898586355255,67.70129071911494,69.16871542716656,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2.8131639187907718,16.651811587408286,16.651811285102134,217.95564611310337,217.9556404806276,48.553721828630714,67.97575658298865,72.89269284846499,59.484480639213274,68.58481868469576,68.33896742470804,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,20.084803,12.98811,12.9881115,0.6674829,0.6674829,18.82004450086681,21.075119101246298,23.013500416342467,21.77320221266134,23.559465273509527,27.639059618930546,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,-18.371718513194356,-1.0619334960401334,-1.0619333656757848,0.5946449586574217,0.5946449460416162,18.907408165772555,21.214354942189825,22.788265967757347,21.404425322679778,23.597879532882605,25.40719114935464,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,22.336262,-1.6375657,-1.637566,106.038445,106.038445,40.37293364456639,60.77098434279318,68.337496757989,55.54317762753534,60.97879532882606,65.41564228641671,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,23.950927570780568,0.13987299925172156,0.1398729805785921,115.9297506987863,115.92974885838828,39.937480377301824,60.545749894208065,67.31097369534652,53.2959434542102,62.284880147510755,65.91118623232944,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,13.609132,-1.2045621,-1.2045624,35.519707,35.519695,36.797848669751694,60.196295234585094,66.73764964440258,54.18331284572833,56.74170251997541,67.98171481253841,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,43.91313729974632,-2.064253839375786,-2.064253843066962,3.286079572409205,3.2860846621288164,32.18805028870961,48.54416642778165,62.67523922628554,36.54732636754763,53.26137062077443,65.11985248924401,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,19.980522,2.6436946,2.6436949,165.08936,165.0894,38.4495679593759,61.63506559100154,67.52665274308258,54.087277197295634,63.74078057775046,65.23509526736325,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,24.58092180624561,1.9703681104154411,1.9703680791679128,203.39804447158693,203.39804194055029,38.235253968904,62.44454454864382,68.4289555946872,54.6020282728949,60.87891825445605,66.80239704978489,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,23.640678,26.242304,26.242304,318.19147,318.1915,52.329470221275784,73.8386775325225,78.1276874564888,66.59880147510756,73.2098955132145,76.07175783650891,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,31.28386510611771,29.807296325850736,29.807296421751776,338.2369431632522,338.23694734264944,52.329470221275784,73.88781959403197,78.29558949997953,66.59880147510756,73.2559926244622,75.049938537185,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,43.935673,71.05541,71.05542,278.69742,278.6974,35.10654271946708,60.708191708642175,72.21562444544548,50.568531038721574,64.73955132145052,71.9499078057775,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,57.15222591487586,74.29104378664498,74.29104305270798,293.22856309306883,293.228561623597,35.11200294852369,60.15807363118883,71.62318959280341,50.50322679778734,64.920098340504,72.4262446220037,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,34.565346,121.58149,121.5815,168.88579,168.88579,30.56636225889676,62.413148231568314,72.5323177307288,50.026889981561155,65.83819913952058,72.74508297480024,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,41.231993581275205,140.16368862853037,140.16368862655983,206.68958683832804,206.6895914285331,30.56636225889676,62.413148231568314,72.37397108808715,50.026889981561155,65.83819913952058,72.39551321450523,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,52.787952,30.319582,30.319586,299.39523,299.39532,42.853242693530994,65.82033116289229,72.86266158865364,58.527965580823604,67.52458512599877,72.05746773202213,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,66.25655968144221,32.54645247253262,32.54645295343004,302.71160379712137,302.7116034290847,42.853242693530994,65.82033116289229,72.85174113054043,58.527965580823604,67.52458512599877,72.36094038106945,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,32.877327,39.451252,39.451244,179.76466,179.76468,30.032624868613237,61.49992492185047,72.40809751969095,47.238014751075596,64.75491702519976,70.82052858020897,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,43.793292171592284,49.53589706863205,49.535896096025084,248.7399369341588,248.73993427533512,30.032624868613237,61.495829750058014,72.5555237042194,47.238014751075596,65.1160110633067,71.13168408113091,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,37.468357,19.86172,19.861712,379.04904,379.04907,35.46145760814666,64.04029649043777,73.39503392167302,54.2639827904118,69.0381069452981,72.96020282728949,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,47.502195159780214,22.97971138281802,22.979712320522776,396.1545532722163,396.15455234175954,35.46145760814666,64.01845557421134,73.28719439780498,54.2639827904118,69.06883835279656,73.54409956976029,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,38.20753,23.09114,23.091137,266.2685,266.26855,44.04357262787174,67.81604488308284,74.8583753088442,55.35110633066994,69.03426551936079,73.85909649661954,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,59.2385640544238,23.40238661227818,23.40238665118062,304.0409535069216,304.0409551996264,44.04357262787174,67.87201223091309,74.61812523035341,55.35110633066994,69.43761524277812,73.77458512599877,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,23.654371,8.700184,8.700186,395.09,395.09003,46.57438879560998,69.76398159902809,75.44398487516551,60.87123540258144,69.62968653964352,72.50691456668716,deeplift,7
